gene	genome	ec.num	gene.length
coli_3033 	 1 	 3.1. 	 966 
coli_3034 	 1 	  	 1278 
coli_3035 	 1 	 2.7. 	 1389 
coli_3036 	 1 	 2.7. 	 444 
coli_3037 	 1 	 2.2. 	 1992 
coli_3038 	 1 	  	 759 
coli_3039 	 1 	 3.5. 	 921 
coli_3040 	 1 	 4.1. 	 1899 
coli_3041 	 1 	  	 132 
coli_3042 	 1 	  	 126 
coli_3043 	 1 	 2.5. 	 1155 
coli_3044 	 1 	  	 1395 
coli_3045 	 1 	  	 498 
coli_3046 	 1 	 3.1. 	 708 
coli_3047 	 1 	 2.1. 	 732 
coli_3048 	 1 	 6.3. 	 951 
coli_3049 	 1 	  	 564 
coli_3050 	 1 	  	 417 
coli_3051 	 1 	  	 129 
coli_3052 	 1 	  	 882 
coli_3053 	 1 	  	 705 
coli_3054 	 1 	  	 567 
coli_3055 	 1 	  	 291 
coli_3056 	 1 	 3.6. 	 594 
coli_3057 	 1 	  	 1137 
coli_3058 	 1 	  	 1008 
coli_3059 	 1 	 3.5. 	 1047 
coli_3060 	 1 	  	 720 
coli_3061 	 1 	  	 141 
coli_3062 	 1 	  	 327 
coli_3063 	 1 	 2.1. 	 720 
coli_3064 	 1 	 3.2. 	 1053 
coli_3065 	 1 	  	 276 
coli_3066 	 1 	  	 1080 
coli_3067 	 1 	  	 135 
coli_3068 	 1 	  	 1257 
coli_3069 	 1 	 4.1. 	 2136 
coli_3070 	 1 	  	 708 
coli_3072 	 1 	  	 537 
coli_3073 	 1 	  	 861 
coli_3074 	 1 	  	 996 
coli_3075 	 1 	  	 369 
coli_3076 	 1 	  	 810 
coli_3077 	 1 	  	 4563 
coli_3078 	 1 	  	 183 
coli_3079 	 1 	  	 1665 
coli_3080 	 1 	 2.3. 	 2172 
coli_3081 	 1 	  	 405 
coli_3082 	 1 	  	 1224 
coli_3083 	 1 	  	 1053 
coli_3084 	 1 	  	 1491 
coli_3085 	 1 	  	 765 
coli_3086 	 1 	  	 564 
coli_3087 	 1 	  	 981 
coli_3088 	 1 	  	 1068 
coli_3089 	 1 	  	 759 
coli_3090 	 1 	  	 699 
coli_3091 	 1 	  	 693 
coli_3092 	 1 	  	 1500 
coli_3093 	 1 	  	 141 
coli_3094 	 1 	 3.5. 	 1860 
coli_3095 	 1 	  	 867 
coli_3096 	 1 	  	 249 
coli_3097 	 1 	  	 342 
coli_3098 	 1 	  	 489 
coli_3099 	 1 	 3.4. 	 495 
coli_3100 	 1 	 1.12 	 1704 
coli_3101 	 1 	  	 1179 
coli_3102 	 1 	  	 987 
coli_3103 	 1 	 1.12 	 1119 
coli_3104 	 1 	  	 129 
coli_3105 	 1 	  	 288 
coli_3106 	 1 	  	 411 
coli_3107 	 1 	  	 354 
coli_3108 	 1 	  	 144 
coli_3109 	 1 	  	 1041 
coli_3110 	 1 	  	 495 
coli_3111 	 1 	  	 885 
coli_3112 	 1 	  	 426 
coli_3113 	 1 	  	 735 
coli_3114 	 1 	 4.4. 	 1188 
coli_3116 	 1 	  	 900 
coli_3117 	 1 	  	 147 
coli_3118 	 1 	 1.1. 	 1164 
coli_3119 	 1 	 1.1. 	 828 
coli_3120 	 1 	  	 114 
coli_3121 	 1 	  	 927 
coli_3122 	 1 	  	 258 
coli_3123 	 1 	  	 2220 
coli_3124 	 1 	  	 1413 
coli_3125 	 1 	  	 618 
coli_3126 	 1 	 5.99 	 2259 
coli_3127 	 1 	  	 1608 
coli_3128 	 1 	  	 396 
coli_3129 	 1 	  	 483 
coli_3130 	 1 	  	 393 
coli_3131 	 1 	  	 660 
coli_3132 	 1 	 2.7. 	 1350 
coli_3133 	 1 	  	 582 
coli_3134 	 1 	  	 315 
coli_3135 	 1 	 5.99 	 1893 
coli_3136 	 1 	  	 582 
coli_3137 	 1 	  	 828 
coli_3138 	 1 	  	 423 
coli_3139 	 1 	 3.6. 	 630 
coli_3140 	 1 	  	 1482 
coli_3141 	 1 	  	 672 
coli_3142 	 1 	  	 1161 
coli_3143 	 1 	  	 789 
coli_3144 	 1 	  	 774 
coli_3145 	 1 	  	 171 
coli_3146 	 1 	 4.1. 	 654 
coli_3147 	 1 	  	 291 
coli_3148 	 1 	  	 552 
coli_3149 	 1 	  	 366 
coli_3150 	 1 	  	 906 
coli_3151 	 1 	  	 1419 
coli_3152 	 1 	  	 750 
coli_3153 	 1 	  	 1065 
coli_3154 	 1 	  	 201 
coli_3157 	 1 	 2.7. 	 1434 
coli_3158 	 1 	  	 2841 
coli_3159 	 1 	  	 1302 
coli_3160 	 1 	  	 621 
coli_3161 	 1 	 3.1. 	 1239 
coli_3162 	 1 	 3.6. 	 822 
coli_3163 	 1 	 4.1. 	 369 
coli_3164 	 1 	 2.3. 	 618 
coli_3165 	 1 	  	 933 
coli_3166 	 1 	 4.2. 	 912 
coli_3167 	 1 	 4.2. 	 606 
coli_3168 	 1 	  	 1464 
coli_3169 	 1 	  	 1014 
coli_3170 	 1 	  	 216 
coli_3171 	 1 	 2.7. 	 1746 
coli_3172 	 1 	  	 123 
coli_3173 	 1 	  	 1842 
coli_3174 	 1 	 3.2. 	 507 
coli_3176 	 1 	  	 765 
coli_3177 	 1 	  	 624 
coli_3179 	 1 	 2.6. 	 1380 
coli_3180 	 1 	  	 333 
coli_3181 	 1 	  	 984 
coli_3182 	 1 	 3.2. 	 3093 
coli_3183 	 1 	  	 450 
coli_3184 	 1 	  	 1434 
coli_3185 	 1 	  	 1071 
coli_3186 	 1 	  	 2352 
coli_3187 	 1 	  	 114 
coli_3188 	 1 	 1.3. 	 2019 
coli_3189 	 1 	  	 417 
coli_3190 	 1 	 3.1. 	 315 
coli_3191 	 1 	 2.1. 	 1137 
coli_3192 	 1 	  	 504 
coli_3193 	 1 	  	 693 
coli_3194 	 1 	  	 987 
coli_3195 	 1 	  	 966 
coli_3196 	 1 	  	 1245 
coli_3197 	 1 	  	 552 
coli_3198 	 1 	  	 1488 
coli_3199 	 1 	  	 1413 
coli_3200 	 1 	  	 1299 
coli_3201 	 1 	  	 777 
coli_3202 	 1 	  	 132 
coli_3204 	 1 	  	 369 
coli_3205 	 1 	  	 369 
coli_3206 	 1 	  	 306 
coli_3208 	 1 	  	 300 
coli_3210 	 1 	  	 987 
coli_3213 	 1 	  	 897 
coli_3215 	 1 	  	 168 
coli_3216 	 1 	  	 1311 
coli_3218 	 1 	 4.3. 	 1365 
coli_3219 	 1 	  	 390 
coli_3220 	 1 	 2.3. 	 2295 
coli_3221 	 1 	 2.7. 	 1209 
coli_3222 	 1 	  	 1332 
coli_3223 	 1 	 4.3. 	 990 
coli_3224 	 1 	  	 939 
coli_3225 	 1 	  	 540 
coli_3226 	 1 	  	 1188 
coli_3227 	 1 	  	 129 
coli_3228 	 1 	 2.7. 	 1146 
coli_3229 	 1 	 1.1. 	 885 
coli_3230 	 1 	 4.1. 	 771 
coli_3231 	 1 	  	 1335 
coli_3232 	 1 	  	 120 
coli_3233 	 1 	 4.2. 	 1572 
coli_3234 	 1 	  	 141 
coli_3235 	 1 	 3.1. 	 465 
coli_3236 	 1 	  	 810 
coli_3237 	 1 	 4.1. 	 1281 
coli_3238 	 1 	 2.7. 	 474 
coli_3239 	 1 	  	 402 
coli_3240 	 1 	  	 504 
coli_3241 	 1 	  	 135 
coli_3242 	 1 	  	 1155 
coli_3243 	 1 	 4.1. 	 861 
coli_3244 	 1 	  	 477 
coli_3245 	 1 	  	 804 
coli_3246 	 1 	  	 792 
coli_3247 	 1 	  	 702 
coli_3248 	 1 	  	 585 
coli_3249 	 1 	  	 600 
coli_3250 	 1 	  	 2517 
coli_3251 	 1 	  	 1092 
coli_3252 	 1 	 2.1. 	 861 
coli_3253 	 1 	  	 2037 
coli_3254 	 1 	  	 396 
coli_3255 	 1 	  	 591 
coli_3256 	 1 	  	 576 
coli_3257 	 1 	  	 1041 
coli_3258 	 1 	  	 636 
coli_3259 	 1 	  	 444 
coli_3260 	 1 	 3.2. 	 519 
coli_3261 	 1 	  	 504 
coli_3262 	 1 	  	 303 
coli_3263 	 1 	  	 525 
coli_3264 	 1 	  	 996 
coli_3265 	 1 	  	 879 
coli_3266 	 1 	 1.-. 	 1008 
coli_3267 	 1 	  	 1245 
coli_3268 	 1 	 3.6. 	 1890 
coli_3269 	 1 	  	 885 
coli_3270 	 1 	 2.7. 	 2136 
coli_3271 	 1 	  	 270 
coli_3272 	 1 	 5.4. 	 945 
coli_3273 	 1 	  	 402 
coli_3274 	 1 	  	 2673 
coli_3275 	 1 	  	 1488 
coli_3276 	 1 	  	 423 
coli_3278 	 1 	  	 147 
coli_3279 	 1 	 6.3. 	 1344 
coli_3280 	 1 	  	 1518 
coli_3282 	 1 	  	 333 
coli_3283 	 1 	 5.4. 	 1338 
coli_3284 	 1 	 2.5. 	 849 
coli_3285 	 1 	 3.4. 	 1935 
coli_3286 	 1 	 2.1. 	 630 
coli_3287 	 1 	  	 294 
coli_3288 	 1 	  	 477 
coli_3289 	 1 	 3.4. 	 1434 
coli_3290 	 1 	  	 1173 
coli_3291 	 1 	  	 141 
coli_3293 	 1 	  	 258 
coli_3294 	 1 	  	 312 
coli_3295 	 1 	 2.5. 	 972 
coli_3296 	 1 	  	 279 
coli_3297 	 1 	 2.5. 	 1260 
coli_3298 	 1 	  	 255 
coli_3299 	 1 	  	 294 
coli_3300 	 1 	  	 636 
coli_3301 	 1 	  	 552 
coli_3302 	 1 	  	 783 
coli_3303 	 1 	  	 810 
coli_3304 	 1 	  	 978 
coli_3305 	 1 	 5.3. 	 987 
coli_3306 	 1 	 3.1. 	 567 
coli_3307 	 1 	  	 576 
coli_3308 	 1 	  	 558 
coli_3309 	 1 	 3.6. 	 726 
coli_3310 	 1 	  	 1434 
coli_3311 	 1 	  	 288 
coli_3312 	 1 	  	 492 
coli_3313 	 1 	  	 855 
coli_3314 	 1 	 2.7. 	 213 
coli_3315 	 1 	 2.4. 	 729 
coli_3316 	 1 	  	 633 
coli_3317 	 1 	  	 654 
coli_3318 	 1 	 2.7. 	 2337 
coli_3319 	 1 	  	 930 
coli_3320 	 1 	 1.4. 	 4461 
coli_3321 	 1 	 1.4. 	 1419 
coli_3322 	 1 	  	 765 
coli_3323 	 1 	  	 675 
coli_3324 	 1 	  	 2382 
coli_3325 	 1 	  	 480 
coli_3326 	 1 	  	 981 
coli_3327 	 1 	  	 147 
coli_3328 	 1 	  	 717 
coli_3329 	 1 	  	 1128 
coli_3330 	 1 	  	 465 
coli_3331 	 1 	  	 876 
coli_3332 	 1 	  	 690 
coli_3333 	 1 	  	 1491 
coli_3334 	 1 	 4.1. 	 894 
coli_3335 	 1 	  	 783 
coli_3336 	 1 	  	 1368 
coli_3337 	 1 	  	 498 
coli_3338 	 1 	  	 639 
coli_3339 	 1 	  	 393 
coli_3340 	 1 	  	 429 
coli_3341 	 1 	  	 1128 
coli_3342 	 1 	  	 399 
coli_3343 	 1 	 3.4. 	 1368 
coli_3344 	 1 	 3.4. 	 1068 
coli_3345 	 1 	 1.1. 	 939 
coli_3346 	 1 	  	 471 
coli_3347 	 1 	  	 264 
coli_3348 	 1 	  	 273 
coli_3350 	 1 	  	 933 
coli_3351 	 1 	  	 204 
coli_3352 	 1 	  	 912 
coli_3353 	 1 	  	 1446 
coli_3354 	 1 	  	 3753 
coli_3355 	 1 	 3.1. 	 1470 
coli_3356 	 1 	  	 594 
coli_3357 	 1 	  	 489 
coli_3358 	 1 	  	 1104 
coli_3359 	 1 	  	 1044 
coli_3360 	 1 	  	 1941 
coli_3361 	 1 	  	 975 
coli_3362 	 1 	  	 165 
coli_3363 	 1 	  	 120 
coli_3364 	 1 	  	 471 
coli_3365 	 1 	 6.3. 	 1350 
coli_3366 	 1 	  	 243 
coli_3367 	 1 	  	 1452 
coli_3368 	 1 	 2.1. 	 882 
coli_3369 	 1 	 1.-. 	 846 
coli_3370 	 1 	  	 297 
coli_3371 	 1 	 2.1. 	 885 
coli_3372 	 1 	  	 114 
coli_3373 	 1 	  	 663 
coli_3374 	 1 	  	 1158 
coli_3375 	 1 	  	 3105 
coli_3377 	 1 	  	 237 
coli_3378 	 1 	  	 792 
coli_3379 	 1 	  	 1182 
coli_3380 	 1 	  	 1104 
coli_3381 	 1 	  	 759 
coli_3386 	 1 	  	 120 
coli_3390 	 1 	  	 123 
coli_3391 	 1 	  	 174 
coli_3392 	 1 	  	 555 
coli_3393 	 1 	 1.1. 	 819 
coli_3394 	 1 	  	 573 
coli_3395 	 1 	  	 474 
coli_3396 	 1 	  	 1125 
coli_3397 	 1 	 3.5. 	 510 
coli_3398 	 1 	 2.1. 	 948 
coli_3399 	 1 	 2.1. 	 1290 
coli_3400 	 1 	  	 1377 
coli_3401 	 1 	  	 411 
coli_3402 	 1 	  	 426 
coli_3403 	 1 	  	 369 
coli_3404 	 1 	  	 384 
coli_3405 	 1 	 2.7. 	 990 
coli_3406 	 1 	  	 609 
coli_3407 	 1 	  	 390 
coli_3408 	 1 	  	 357 
coli_3409 	 1 	  	 117 
coli_3410 	 1 	  	 1332 
coli_3411 	 1 	  	 435 
coli_3412 	 1 	  	 180 
coli_3413 	 1 	  	 504 
coli_3414 	 1 	  	 354 
coli_3415 	 1 	  	 534 
coli_3416 	 1 	  	 393 
coli_3417 	 1 	  	 306 
coli_3418 	 1 	  	 540 
coli_3419 	 1 	  	 315 
coli_3420 	 1 	  	 354 
coli_3421 	 1 	  	 255 
coli_3422 	 1 	  	 192 
coli_3423 	 1 	  	 411 
coli_3424 	 1 	  	 702 
coli_3425 	 1 	  	 333 
coli_3426 	 1 	  	 150 
coli_3427 	 1 	  	 822 
coli_3428 	 1 	  	 303 
coli_3429 	 1 	  	 606 
coli_3430 	 1 	  	 630 
coli_3431 	 1 	  	 312 
coli_3432 	 1 	  	 420 
coli_3433 	 1 	  	 1470 
coli_3434 	 1 	  	 816 
coli_3435 	 1 	  	 1965 
coli_3436 	 1 	  	 1482 
coli_3437 	 1 	  	 1197 
coli_3438 	 1 	  	 438 
coli_3439 	 1 	  	 510 
coli_3440 	 1 	  	 360 
coli_3441 	 1 	  	 588 
coli_3442 	 1 	  	 984 
coli_3443 	 1 	  	 1164 
coli_3444 	 1 	  	 462 
coli_3445 	 1 	 2.1. 	 678 
coli_3446 	 1 	  	 477 
coli_3447 	 1 	  	 195 
coli_3448 	 1 	  	 2694 
coli_3449 	 1 	  	 1185 
coli_3450 	 1 	  	 2115 
coli_3451 	 1 	  	 540 
coli_3452 	 1 	  	 375 
coli_3453 	 1 	 2.8. 	 288 
coli_3454 	 1 	  	 360 
coli_3455 	 1 	 2.8. 	 387 
coli_3456 	 1 	  	 723 
coli_3457 	 1 	 5.2. 	 813 
coli_3458 	 1 	  	 204 
coli_3459 	 1 	 5.2. 	 591 
coli_3460 	 1 	  	 201 
coli_3461 	 1 	  	 1806 
coli_3462 	 1 	  	 552 
coli_3463 	 1 	  	 1914 
coli_3464 	 1 	  	 1023 
coli_3465 	 1 	  	 219 
coli_3466 	 1 	  	 870 
coli_3467 	 1 	  	 405 
coli_3468 	 1 	  	 633 
coli_3469 	 1 	  	 2091 
coli_3470 	 1 	 2.6. 	 1221 
coli_3471 	 1 	 2.6. 	 564 
coli_3472 	 1 	  	 603 
coli_3473 	 1 	  	 168 
coli_3474 	 1 	 5.2. 	 573 
coli_3475 	 1 	  	 147 
coli_3476 	 1 	  	 1182 
coli_3477 	 1 	 1.7. 	 2544 
coli_3478 	 1 	 1.7. 	 327 
coli_3479 	 1 	  	 807 
coli_3480 	 1 	 4.99 	 1374 
coli_3481 	 1 	  	 168 
coli_3482 	 1 	  	 1338 
coli_3483 	 1 	  	 1023 
coli_3484 	 1 	  	 831 
coli_3485 	 1 	  	 786 
coli_3486 	 1 	  	 732 
coli_3487 	 1 	  	 1086 
coli_3488 	 1 	  	 1305 
coli_3489 	 1 	  	 354 
coli_3490 	 1 	  	 879 
coli_3491 	 1 	  	 1227 
coli_3492 	 1 	  	 1164 
coli_3493 	 1 	  	 363 
coli_3494 	 1 	  	 906 
coli_3495 	 1 	 6.1. 	 1005 
coli_3496 	 1 	 3.1. 	 759 
coli_3497 	 1 	 5.1. 	 678 
coli_3498 	 1 	 2.1. 	 837 
coli_3499 	 1 	  	 1287 
coli_3500 	 1 	 4.2. 	 1089 
coli_3501 	 1 	 2.7. 	 486 
coli_3502 	 1 	  	 1161 
coli_3503 	 1 	  	 405 
coli_3505 	 1 	  	 540 
coli_3506 	 1 	  	 780 
coli_3507 	 1 	 3.4. 	 2553 
coli_3508 	 1 	 3.6. 	 561 
coli_3510 	 1 	  	 669 
coli_3511 	 1 	  	 402 
coli_3512 	 1 	  	 879 
coli_3513 	 1 	  	 1725 
coli_3514 	 1 	  	 120 
coli_3515 	 1 	 4.1. 	 1623 
coli_3516 	 1 	 2.7. 	 1353 
coli_3517 	 1 	  	 720 
coli_3518 	 1 	  	 477 
coli_3519 	 1 	  	 2322 
coli_3520 	 1 	  	 228 
coli_3521 	 1 	  	 2322 
coli_3522 	 1 	  	 237 
coli_3523 	 1 	  	 879 
coli_3524 	 1 	  	 690 
coli_3525 	 1 	  	 150 
coli_3526 	 1 	  	 684 
coli_3527 	 1 	  	 576 
coli_3528 	 1 	  	 1317 
coli_3529 	 1 	 2.4. 	 2085 
coli_3530 	 1 	 2.4. 	 2394 
coli_3531 	 1 	  	 2706 
coli_3532 	 1 	 6.5. 	 1017 
coli_3533 	 1 	 6.5. 	 1227 
coli_3534 	 1 	  	 759 
coli_3535 	 1 	  	 1599 
coli_3536 	 1 	 3.4. 	 825 
coli_3537 	 1 	 2.8. 	 327 
coli_3538 	 1 	 1.1. 	 1506 
coli_3539 	 1 	  	 192 
coli_3540 	 1 	  	 120 
coli_3541 	 1 	 2.4. 	 2448 
coli_3542 	 1 	 2.4. 	 1434 
coli_3543 	 1 	 2.7. 	 1296 
coli_3544 	 1 	 3.2. 	 1974 
coli_3545 	 1 	 2.4. 	 2187 
coli_3546 	 1 	 1.2. 	 1104 
coli_3548 	 1 	  	 1341 
coli_3549 	 1 	 2.7. 	 489 
coli_3550 	 1 	  	 996 
coli_3551 	 1 	  	 696 
coli_3552 	 1 	  	 117 
coli_3553 	 1 	  	 1038 
coli_3554 	 1 	  	 372 
coli_3555 	 1 	  	 1179 
coli_3556 	 1 	  	 210 
coli_3557 	 1 	  	 120 
coli_3558 	 1 	  	 504 
coli_3559 	 1 	  	 285 
coli_3560 	 1 	 2.3. 	 1743 
coli_3561 	 1 	 3.1. 	 744 
coli_3562 	 1 	  	 441 
coli_3563 	 1 	 3.6. 	 1071 
coli_3564 	 1 	  	 846 
coli_3565 	 1 	  	 888 
coli_3566 	 1 	  	 1317 
coli_3567 	 1 	  	 117 
coli_3568 	 1 	  	 702 
coli_3569 	 1 	  	 768 
coli_3570 	 1 	  	 1278 
coli_3571 	 1 	  	 927 
coli_3572 	 1 	  	 1110 
coli_3573 	 1 	  	 129 
coli_3574 	 1 	  	 384 
coli_3575 	 1 	  	 1104 
coli_3576 	 1 	  	 855 
coli_3577 	 1 	  	 1059 
coli_3578 	 1 	  	 669 
coli_3579 	 1 	  	 1494 
coli_3580 	 1 	 2.1. 	 597 
coli_3581 	 1 	  	 270 
coli_3582 	 1 	  	 360 
coli_3583 	 1 	  	 627 
coli_3584 	 1 	 3.6. 	 2199 
coli_3585 	 1 	 2.8. 	 246 
coli_3587 	 1 	  	 558 
coli_3588 	 1 	  	 1218 
coli_3590 	 1 	  	 588 
coli_3591 	 1 	  	 1575 
coli_3592 	 1 	 3.6. 	 945 
coli_3593 	 1 	 3.6. 	 834 
coli_3594 	 1 	  	 765 
coli_3595 	 1 	 3.6. 	 807 
coli_3596 	 1 	  	 402 
coli_3597 	 1 	  	 4236 
coli_3598 	 1 	  	 1137 
coli_3599 	 1 	  	 1125 
coli_3600 	 1 	 3.6. 	 2736 
coli_3601 	 1 	  	 1068 
coli_3602 	 1 	  	 114 
coli_3603 	 1 	  	 1623 
coli_3604 	 1 	  	 1008 
coli_3605 	 1 	  	 120 
coli_3606 	 1 	  	 129 
coli_3608 	 1 	  	 1203 
coli_3609 	 1 	  	 1500 
coli_3610 	 1 	  	 282 
coli_3611 	 1 	  	 435 
coli_3612 	 1 	  	 1470 
coli_3613 	 1 	  	 753 
coli_3614 	 1 	 3.4. 	 1935 
coli_3615 	 1 	  	 117 
coli_3616 	 1 	  	 843 
coli_3617 	 1 	 1.8. 	 1353 
coli_3618 	 1 	  	 117 
coli_3619 	 1 	  	 174 
coli_3620 	 1 	  	 354 
coli_3621 	 1 	  	 1290 
coli_3622 	 1 	 1.20 	 426 
coli_3623 	 1 	  	 117 
coli_3624 	 1 	  	 783 
coli_3625 	 1 	  	 981 
coli_3627 	 1 	  	 531 
coli_3628 	 1 	  	 648 
coli_3629 	 1 	  	 339 
coli_3630 	 1 	  	 333 
coli_3632 	 1 	  	 528 
coli_3633 	 1 	  	 1158 
coli_3634 	 1 	  	 3114 
coli_3635 	 1 	  	 729 
coli_3636 	 1 	  	 825 
coli_3637 	 1 	 4.1. 	 1401 
coli_3638 	 1 	  	 1398 
coli_3639 	 1 	  	 1650 
coli_3640 	 1 	  	 603 
coli_3641 	 1 	  	 900 
coli_3642 	 1 	  	 1014 
coli_3643 	 1 	  	 1323 
coli_3644 	 1 	  	 2061 
coli_3645 	 1 	 3.1. 	 636 
coli_3646 	 1 	  	 129 
coli_3647 	 1 	  	 930 
coli_3648 	 1 	  	 1497 
coli_3649 	 1 	  	 1188 
coli_3650 	 1 	  	 177 
coli_3651 	 1 	  	 1989 
coli_3652 	 1 	  	 3474 
coli_3653 	 1 	 3.2. 	 1077 
coli_3654 	 1 	  	 2340 
coli_3655 	 1 	 2.4. 	 2619 
coli_3656 	 1 	  	 717 
coli_3657 	 1 	  	 189 
coli_3658 	 1 	  	 1560 
coli_3659 	 1 	  	 192 
coli_3660 	 1 	  	 1680 
coli_3661 	 1 	  	 168 
coli_3663 	 1 	  	 1005 
coli_3664 	 1 	  	 984 
coli_3665 	 1 	  	 903 
coli_3666 	 1 	  	 936 
coli_3667 	 1 	  	 141 
coli_3668 	 1 	  	 1551 
coli_3669 	 1 	  	 156 
coli_3671 	 1 	 2.7. 	 1692 
coli_3672 	 1 	  	 1209 
coli_3673 	 1 	  	 699 
coli_3674 	 1 	 3.2. 	 564 
coli_3675 	 1 	  	 2280 
coli_3676 	 1 	  	 441 
coli_3677 	 1 	  	 660 
coli_3678 	 1 	 1.1. 	 975 
coli_3679 	 1 	  	 711 
coli_3680 	 1 	  	 291 
coli_3681 	 1 	  	 213 
coli_3682 	 1 	  	 153 
coli_3683 	 1 	  	 285 
coli_3684 	 1 	  	 852 
coli_3685 	 1 	 6.1. 	 2070 
coli_3686 	 1 	 6.1. 	 912 
coli_3687 	 1 	  	 300 
coli_3688 	 1 	  	 945 
coli_3690 	 1 	  	 342 
coli_3691 	 1 	 2.7. 	 1455 
coli_3692 	 1 	 5.3. 	 1323 
coli_3693 	 1 	  	 993 
coli_3694 	 1 	 3.6. 	 1542 
coli_3695 	 1 	  	 1182 
coli_3696 	 1 	  	 1179 
coli_3697 	 1 	  	 573 
coli_3698 	 1 	 3.2. 	 2031 
coli_3699 	 1 	  	 1254 
coli_3700 	 1 	  	 474 
coli_3701 	 1 	  	 849 
coli_3702 	 1 	 1.1. 	 999 
coli_3703 	 1 	  	 468 
coli_3705 	 1 	  	 1278 
coli_3706 	 1 	  	 987 
coli_3707 	 1 	 2.7. 	 1497 
coli_3708 	 1 	 4.1. 	 663 
coli_3709 	 1 	  	 861 
coli_3710 	 1 	 5.1. 	 696 
coli_3711 	 1 	  	 741 
coli_3712 	 1 	  	 1137 
coli_3713 	 1 	  	 975 
coli_3715 	 1 	  	 156 
coli_3716 	 1 	 1.2. 	 1539 
coli_3717 	 1 	  	 1152 
coli_3718 	 1 	  	 1845 
coli_3719 	 1 	 2.9. 	 1392 
coli_3720 	 1 	  	 609 
coli_3721 	 1 	  	 144 
coli_3722 	 1 	  	 4134 
coli_3723 	 1 	  	 843 
coli_3724 	 1 	  	 696 
coli_3725 	 1 	  	 150 
coli_3726 	 1 	  	 1137 
coli_3728 	 1 	 2.7. 	 1914 
coli_3729 	 1 	 1.1. 	 1149 
coli_3730 	 1 	  	 588 
coli_3731 	 1 	  	 210 
coli_3732 	 1 	  	 363 
coli_3733 	 1 	  	 1656 
coli_3734 	 1 	  	 777 
coli_3735 	 1 	 1.1. 	 1191 
coli_3736 	 1 	 2.1. 	 474 
coli_3737 	 1 	 2.3. 	 822 
coli_3738 	 1 	  	 1020 
coli_3739 	 1 	  	 468 
coli_3740 	 1 	  	 252 
coli_3741 	 1 	  	 432 
coli_3742 	 1 	 5.4. 	 1545 
coli_3743 	 1 	  	 1260 
coli_3744 	 1 	  	 1035 
coli_3745 	 1 	  	 960 
coli_3746 	 1 	 1.1. 	 1026 
coli_3747 	 1 	 2.3. 	 1197 
coli_3748 	 1 	  	 858 
coli_3749 	 1 	 5.1. 	 933 
coli_3750 	 1 	 2.4. 	 1047 
coli_3751 	 1 	 2.4. 	 960 
coli_3752 	 1 	  	 1260 
coli_3753 	 1 	  	 1074 
coli_3754 	 1 	  	 852 
coli_3755 	 1 	 2.7. 	 699 
coli_3756 	 1 	 2.4. 	 1017 
coli_3757 	 1 	  	 1020 
coli_3758 	 1 	 2.4. 	 1080 
coli_3759 	 1 	  	 936 
coli_3760 	 1 	 2.7. 	 798 
coli_3761 	 1 	 2.4. 	 1125 
coli_3762 	 1 	  	 1017 
coli_3763 	 1 	  	 1212 
coli_3764 	 1 	 2.7. 	 480 
coli_3765 	 1 	 3.2. 	 810 
coli_3766 	 1 	  	 168 
coli_3767 	 1 	  	 201 
coli_3768 	 1 	  	 669 
coli_3769 	 1 	 4.1. 	 1221 
coli_3770 	 1 	 3.6. 	 459 
coli_3771 	 1 	  	 597 
coli_3772 	 1 	 2.4. 	 642 
coli_3773 	 1 	 2.7. 	 687 
coli_3774 	 1 	  	 864 
coli_3775 	 1 	  	 825 
coli_3776 	 1 	 6.5. 	 1683 
coli_3778 	 1 	 2.7. 	 624 
coli_3779 	 1 	 2.7. 	 276 
coli_3780 	 1 	 3.1. 	 2109 
coli_3781 	 1 	 2.1. 	 690 
coli_3782 	 1 	 3.6. 	 2082 
coli_3783 	 1 	  	 1206 
coli_3784 	 1 	  	 1392 
coli_3785 	 1 	  	 1710 
coli_3786 	 1 	 3.2. 	 2319 
coli_3787 	 1 	  	 1383 
coli_3789 	 1 	  	 147 
coli_3790 	 1 	  	 1185 
coli_3793 	 1 	  	 294 
coli_3794 	 1 	  	 1191 
coli_3795 	 1 	  	 453 
coli_3796 	 1 	  	 1413 
coli_3797 	 1 	 3.5. 	 1767 
coli_3798 	 1 	  	 1392 
coli_3799 	 1 	  	 1320 
coli_3800 	 1 	  	 1503 
coli_3801 	 1 	  	 591 
coli_3802 	 1 	 2.2. 	 291 
coli_3803 	 1 	 2.2. 	 1689 
coli_3804 	 1 	  	 1185 
coli_3805 	 1 	  	 498 
coli_3807 	 1 	  	 348 
coli_3809 	 1 	  	 1494 
coli_3810 	 1 	  	 1716 
coli_3811 	 1 	  	 213 
coli_3812 	 1 	  	 894 
coli_3813 	 1 	 3.2. 	 639 
coli_3814 	 1 	 2.7. 	 486 
coli_3815 	 1 	 2.7. 	 1107 
coli_3816 	 1 	  	 1662 
coli_3817 	 1 	  	 717 
coli_3818 	 1 	  	 429 
coli_3819 	 1 	  	 414 
coli_3820 	 1 	  	 261 
coli_3821 	 1 	  	 1215 
coli_3822 	 1 	  	 1293 
coli_3823 	 1 	  	 1065 
coli_3824 	 1 	 4.2. 	 1149 
coli_3825 	 1 	 4.1. 	 618 
coli_3826 	 1 	  	 879 
coli_3827 	 1 	  	 690 
